Sold_price,Squarefootage,Type,Style,Community,Municipality District,longitude,latitude,Bedrooms,Dens,Bathrooms,Kitchens,Rooms,Parking Total
578000,950,Condo Apartment,Apartment,West Humber-Clairville,W10,-79.615356,43.724633,2,0,2,1,5,1
580000,750,Condo Townhouse,Stacked Townhouse,Briar Hill-Belgravia,W04,-79.444488,43.700335,2,0,2,1,4,1
679000,750,Condo Apartment,Apartment,High Park-Swansea,W01,-79.467986,43.634975,1,1,1,1,5,1
686205,650,Condo Apartment,Loft,Church-Yonge Corridor,C08,-79.372924,43.652501,1,1,2,1,4,0
560000,650,Condo Apartment,Apartment,Don Valley Village,C15,-79.341018,43.777638,1,0,2,1,5,1
575000,550,Condo Apartment,Apartment,Waterfront Communities C8,C08,-79.356605,43.652873,1,0,1,1,4,1
607000,650,Condo Apartment,Apartment,Mimico,W06,-79.482946,43.621376,1,1,1,1,5,1
616000,1300,Condo Townhouse,2-Storey,Mount Dennis,W04,-79.504948,43.693209,3,0,2,1,6,1
638000,550,Condo Apartment,Apartment,Kensington-Chinatown,C01,-79.401413,43.657516,1,1,1,1,5,0
638000,550,Condo Apartment,Apartment,Kensington-Chinatown,C01,-79.401413,43.657516,1,1,1,1,5,0
595000,550,Condo Apartment,Apartment,Mimico,W06,-79.4163,43.70011,1,0,1,1,3,1
632900,650,Condo Apartment,Apartment,Parkwoods-Donalda,C13,-79.406402,43.744142,1,1,1,1,4,0
579000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.391525,43.641576,1,0,1,1,4,0
590000,1100,Condo Apartment,Apartment,Henry Farm,C15,-79.345788,43.768643,3,1,2,1,7,1
570000,650,Condo Apartment,Apartment,Islington-City Centre West,W08,-79.529496,43.643963,1,1,1,1,5,1
630000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.400278,43.641523,1,0,1,1,4,0
650000,650,Condo Apartment,Apartment,Niagara,C01,-79.415529,43.638726,1,1,1,1,5,0
580000,650,Condo Apartment,Apartment,Henry Farm,C15,-79.329128,43.77404,2,0,1,1,5,0
580000,650,Condo Apartment,Apartment,Willowdale East,C14,-79.404984,43.757425,1,0,1,1,4,1
585000,750,Condo Apartment,Apartment,Islington-City Centre West,W08,-79.560159,43.641171,2,0,1,1,5,1
585000,1100,Condo Apartment,Apartment,Woburn,E09,-79.2509,43.7803,2,0,2,1,6,1
585000,650,Condo Apartment,Apartment,York University Heights,W05,-79.465096,43.750625,1,1,1,1,1,1
590000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.445882,43.638511,1,0,1,1,4,0
601001,1100,Condo Townhouse,2-Storey,West Humber-Clairville,W10,-79.602326,43.743467,2,1,2,1,5,1
603550,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.392777,43.647513,1,0,1,1,3,0
660000,650,Condo Apartment,Apartment,Mimico,W06,-79.484622,43.623358,1,1,1,1,4,1
705000,750,Condo Apartment,Apartment,Niagara,C01,-79.414443,43.641667,1,1,1,1,5,1
575000,650,Condo Apartment,Apartment,Niagara,C01,-79.404768,43.643332,1,1,1,1,4,1
545000,650,Condo Apartment,Apartment,Willowdale East,C14,-79.403187,43.758032,1,1,1,1,5,1
553000,650,Condo Apartment,Apartment,Bay Street Corridor,C01,-79.387155,43.66605,1,1,1,1,4,0
580000,850,Condo Apartment,Apartment,Woburn,E09,-79.247547,43.78166,2,0,2,1,5,1
580000,650,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.384657,43.669558,1,0,1,1,4,0
585000,850,Condo Apartment,Apartment,Bendale,E09,-79.256031,43.773396,2,1,2,1,6,1
585000,850,Condo Apartment,Apartment,Tam O'Shanter-Sullivan,E05,-79.291238,43.785959,2,1,2,1,6,1
585000,650,Condo Apartment,Apartment,Bayview Village,C15,-79.385336,43.765623,1,1,1,1,4,1
590000,650,Condo Apartment,Apartment,Willowdale East,C14,-79.413109,43.775587,1,1,1,1,5,1
595000,650,Condo Apartment,Apartment,Niagara,C01,-79.415908,43.639647,1,1,1,1,5,0
597000,650,Condo Apartment,Apartment,Willowdale East,C14,-79.407183,43.756021,1,1,1,1,5,1
600000,950,Condo Apartment,Apartment,Newtonbrook East,C14,-79.415125,43.784526,2,2,2,1,7,1
605000,650,Condo Apartment,Apartment,Willowdale East,C14,-79.409218,43.761645,1,1,1,1,5,2
620000,750,Condo Apartment,Apartment,Henry Farm,C15,-79.329128,43.77404,2,0,2,1,4,2
620000,750,Condo Apartment,Apartment,Lansing-Westgate,C07,-79.412148,43.765582,1,1,1,1,4,1
622800,1500,Condo Apartment,Apartment,Steeles,E05,-79.322718,43.812565,2,1,2,1,6,2
625000,750,Condo Apartment,Apartment,Bayview Village,C15,-79.38471,43.766052,1,1,2,1,5,1
625000,750,Condo Apartment,Apartment,Bayview Village,C15,-79.38471,43.766052,1,1,2,1,5,1
628000,750,Condo Apartment,Apartment,Willowdale East,C14,-79.407778,43.756658,1,1,1,1,5,1
632000,1100,Condo Townhouse,3-Storey,Rouge E11,E11,,,3,0,2,1,6,1
632000,650,Condo Apartment,Apartment,Lansing-Westgate,C07,-79.41217,43.765668,1,1,1,1,5,1
640000,1300,Condo Townhouse,3-Storey,Malvern,E11,-79.221041,43.809134,3,0,3,1,6,2
650000,950,Condo Apartment,Apartment,Newtonbrook East,C14,-79.412793,43.780708,2,0,2,1,5,1
665000,1300,Condo Townhouse,2-Storey,L'Amoreaux,E05,-79.306266,43.775858,3,1,2,1,6,1
670000,1500,Condo Townhouse,2-Storey,Hillcrest Village,C15,-79.354271,43.802419,3,0,2,1,6,1
671000,850,Condo Apartment,Apartment,Willowdale East,C14,-79.413881,43.774922,1,1,2,1,5,1
756033,850,Condo Townhouse,Stacked Townhouse,South Parkdale,W01,-79.426898,43.64042,2,1,1,1,6,1
590000,650,Condo Apartment,Apartment,Bayview Village,C15,-79.383793,43.767139,1,1,1,1,5,1
595900,850,Condo Apartment,Apartment,Thorncliffe Park,C11,-79.351696,43.702512,2,0,1,1,5,1
605000,650,Condo Apartment,Apartment,Waterfront Communities C8,C08,-79.364253,43.645428,1,0,1,1,4,0
616000,750,Condo Apartment,Apartment,Lansing-Westgate,C07,-79.412148,43.765582,1,1,1,1,4,1
650000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.389457,43.648031,1,0,1,1,4,0
760000,1500,Condo Townhouse,3-Storey,L'Amoreaux,E05,-79.320325,43.800581,4,0,2,1,7,2
642000,550,Condo Apartment,Apartment,Willowdale West,C07,-79.413306,43.770226,1,0,1,1,3,1
563000,550,Condo Apartment,Apartment,North St. James Town,C08,-79.376885,43.670838,1,0,1,1,4,0
605000,650,Condo Apartment,Apartment,Bayview Village,C15,-79.383793,43.767139,1,1,2,1,5,1
608000,650,Condo Apartment,Apartment,Bay Street Corridor,C01,-79.385163,43.665914,1,0,1,1,4,0
610000,1300,Condo Apartment,Apartment,Humber Heights,W09,-79.514167,43.686308,3,0,2,1,5,1
620000,1300,Condo Apartment,Apartment,Tam O'Shanter-Sullivan,E05,-79.290888,43.786609,2,1,2,1,6,1
680007,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,,,1,0,1,1,4,1
582000,650,Condo Apartment,Apartment,Mimico,W06,-79.481658,43.622946,1,1,1,1,5,1
634180,850,Condo Apartment,Apartment,Bendale,E09,-79.255268,43.773256,2,0,2,1,4,1
654000,650,Condo Apartment,Apartment,Niagara,C01,-79.4055,43.636751,1,0,2,1,5,1
665000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.400464,43.637305,1,0,1,1,5,1
560000,1300,Condo Apartment,Apartment,Steeles,E05,-79.32341,43.813589,2,0,2,1,6,2
570000,1300,Condo Apartment,Apartment,West Humber-Clairville,W10,-79.609242,43.731976,2,0,2,1,5,2
575000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.46617,43.66328,1,2,1,1,6,1
578000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.399202,43.638636,1,0,1,1,4,0
578000,650,Condo Apartment,Apartment,Flemingdon Park,C11,-79.4163,43.70011,1,1,2,1,5,0
579880,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.391525,43.641576,1,0,1,1,5,1
580000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.401886,43.643911,1,0,1,1,4,0
580000,550,Condo Apartment,Apartment,Waterfront Communities C8,C08,-79.4163,43.70011,1,0,1,1,4,1
580000,1100,Condo Apartment,Apartment,Briar Hill-Belgravia,W04,-79.439889,43.704836,2,0,2,1,5,1
581000,1100,Condo Apartment,Apartment,Westminster-Branson,C07,-79.450745,43.790711,2,0,2,1,5,1
583500,650,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.37853,43.65379,1,0,1,1,4,0
585000,550,Condo Apartment,Apartment,Mimico,W06,-79.477213,43.626243,1,0,1,1,3,1
585000,1100,Condo Townhouse,3-Storey,Malvern,E11,-79.227165,43.807295,2,1,2,1,7,1
587000,750,Condo Apartment,Loft,Mimico,W06,-79.490961,43.62438,1,0,2,1,4,1
588000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.399519,43.639679,1,0,1,1,4,0
588000,550,Condo Apartment,Apartment,University,C01,-79.403543,43.665872,1,0,1,1,4,0
589000,650,Condo Apartment,Apartment,Niagara,C01,-79.404768,43.643332,1,1,1,1,5,1
590000,550,Condo Apartment,Apartment,South Riverdale,E01,-79.380237,43.656448,1,0,1,1,5,0
590000,550,Condo Apartment,Apartment,South Riverdale,E01,-79.380237,43.656448,1,0,1,1,5,0
598000,850,Condo Apartment,Apartment,Bathurst Manor,C06,-79.460806,43.751006,2,0,2,1,5,1
600000,650,Condo Apartment,Apartment,Bayview Village,C15,-79.387948,43.767736,1,0,1,1,4,1
600000,550,Condo Apartment,Apartment,Niagara,C01,-79.406626,43.636548,1,0,1,1,4,1
600000,1500,Condo Townhouse,2-Storey,Islington-City Centre West,W08,-79.559271,43.641777,3,2,3,1,12,1
601000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.375682,43.642573,1,0,1,1,4,1
605000,1300,Condo Townhouse,Stacked Townhouse,West Hill,E10,-79.161773,43.773813,3,0,2,1,7,1
610000,750,Condo Apartment,Loft,Mimico,W06,-79.490961,43.62438,1,1,2,1,5,1
620000,1100,Condo Apartment,Apartment,Newtonbrook East,C14,-79.4143,43.781699,2,1,2,1,5,1
629000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.391638,43.644907,1,1,1,1,5,1
635000,750,Condo Apartment,Apartment,Niagara,C01,-79.52661,43.664305,1,0,1,1,4,0
636000,1300,Condo Townhouse,Stacked Townhouse,West Hill,E10,-79.161773,43.773813,3,0,3,1,8,1
640000,750,Condo Apartment,Apartment,Niagara,C01,-79.400464,43.637305,1,1,2,1,4,0
645000,650,Condo Apartment,Apartment,Willowdale East,C14,-79.408904,43.760054,1,1,1,1,4,1
645500,750,Condo Apartment,Apartment,Moss Park,C08,-79.368524,43.653516,1,1,2,1,4,1
650000,1100,Condo Apartment,Apartment,Newtonbrook East,C14,-79.415123,43.783083,2,1,2,1,5,2
650000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.391261,43.637975,1,0,1,1,4,1
650000,950,Condo Apartment,Apartment,Waterfront Communities C8,C08,-79.365521,43.649567,2,0,2,1,5,1
650303,750,Condo Apartment,Loft,Mimico,W06,-79.490961,43.62438,1,1,2,1,4,1
651000,850,Condo Apartment,Apartment,Islington-City Centre West,W08,-79.529496,43.643963,2,0,2,1,6,1
655000,750,Condo Apartment,2-Storey,Mimico,W06,-79.490961,43.62438,1,1,2,1,5,1
668000,750,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.37538,43.655303,1,1,1,1,5,1
670000,850,Condo Apartment,Loft,Willowdale East,C14,-79.409675,43.757958,1,1,2,1,5,2
676000,1500,Condo Townhouse,3-Storey,Malvern,E11,-79.220523,43.804441,4,0,3,1,7,2
685000,850,Condo Apartment,Apartment,Waterfront Communities C8,C08,-79.365521,43.649567,2,1,1,1,6,1
702500,750,Condo Apartment,Apartment,Regent Park,C08,-79.3637,43.661469,1,1,2,1,5,1
705000,1300,Condo Townhouse,2-Storey,York University Heights,W05,-79.492503,43.74497,3,0,2,1,7,2
709999,850,Condo Townhouse,Stacked Townhouse,Kensington-Chinatown,C01,-79.404271,43.649618,2,0,2,1,5,1
711000,750,Condo Townhouse,Stacked Townhouse,Kensington-Chinatown,C01,-79.404318,43.649233,2,0,2,1,5,0
728000,750,Condo Apartment,Apartment,Willowdale East,C14,-79.406933,43.760513,1,1,1,1,4,1
610000,1100,Condo Apartment,Apartment,Newtonbrook West,C07,-79.427199,43.794611,3,0,2,1,7,2
655000,550,Condo Apartment,Apartment,Moss Park,C08,-79.368348,43.651256,1,0,1,1,4,1
608000,950,Condo Apartment,Apartment,Bathurst Manor,C06,-79.460806,43.751006,2,0,2,1,5,1
565000,650,Condo Apartment,Apartment,Downsview-Roding-CFB,W05,-79.482723,43.728646,1,1,1,1,5,1
580000,650,Condo Apartment,Apartment,Willowdale East,C14,-79.405781,43.756331,1,1,1,1,5,1
623000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.397447,43.640309,1,1,1,1,5,1
565000,1100,Condo Apartment,Apartment,O'Connor-Parkview,E03,-79.31058,43.708163,2,1,2,1,6,1
577000,550,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.368056,43.650839,1,0,1,1,4,0
578000,550,Condo Apartment,Apartment,Mimico,W06,-79.48329,43.622863,1,1,1,1,4,1
580000,550,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.381726,43.67024,1,0,1,1,4,1
580000,1100,Condo Townhouse,Stacked Townhouse,West Hill,E10,-79.161773,43.773813,3,1,3,1,9,1
585000,550,Condo Apartment,Apartment,Waterfront Communities C8,C08,-79.364291,43.645729,1,0,1,1,3,0
585000,550,Condo Apartment,Apartment,Moss Park,C08,-79.370994,43.649383,1,0,1,1,1,1
586000,550,Condo Apartment,Apartment,Moss Park,C08,-79.366632,43.652675,1,0,1,1,4,0
589000,750,Condo Apartment,Apartment,York University Heights,W05,-79.465096,43.750625,1,1,2,1,4,1
590000,1300,Condo Apartment,Apartment,Newtonbrook West,C07,-79.427199,43.794611,3,0,2,1,7,1
594000,950,Condo Apartment,Apartment,Wexford-Maryvale,E04,-79.270857,43.713865,2,0,2,1,5,1
605000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.383315,43.641541,1,0,1,1,4,0
606800,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.399202,43.638636,1,0,1,1,4,1
620000,750,Condo Apartment,Apartment,Bayview Village,C15,-79.368798,43.769094,1,1,1,1,5,1
620000,1300,Condo Apartment,Apartment,Westminster-Branson,C07,-79.419952,43.798,2,0,2,1,7,1
625000,550,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.374084,43.656919,1,1,1,1,5,0
630000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.392186,43.64389,1,1,1,1,4,0
630000,750,Condo Apartment,Apartment,Henry Farm,C15,-79.33699,43.774819,1,1,1,1,5,1
630000,550,Condo Apartment,Apartment,Niagara,C01,-79.41672,43.639916,1,0,1,1,5,0
660000,1300,Condo Apartment,Apartment,Eringate-Centennial-West Deane,W08,-79.588907,43.64411,3,0,2,1,7,1
670500,750,Condo Apartment,Loft,Mimico,W06,-79.489962,43.624447,1,0,2,1,5,1
685000,950,Condo Apartment,Apartment,Bayview Village,C15,-79.368798,43.769094,2,1,2,1,6,2
685000,650,Condo Apartment,Apartment,Niagara,C01,-79.406626,43.636548,1,1,1,1,5,1
720000,1700,Condo Townhouse,Stacked Townhouse,West Hill,E10,-79.17463,43.767046,3,1,4,1,7,2
720000,1700,Condo Townhouse,Stacked Townhouse,West Hill,E10,-79.17463,43.767046,3,1,4,1,7,2
630000,650,Condo Apartment,Apartment,Willowdale East,C14,-79.41425,43.778938,1,1,1,1,5,1
600700,950,Condo Apartment,Apartment,Wexford-Maryvale,E04,-79.270857,43.713865,2,0,2,1,5,1
580000,950,Condo Apartment,Apartment,Clairlea-Birchmount,E04,-79.283026,43.716214,2,1,2,1,6,1
597500,850,Condo Apartment,Apartment,Islington-City Centre West,W08,-79.529488,43.64396,2,0,2,1,5,1
612500,850,Condo Apartment,Apartment,Islington-City Centre West,W08,-79.529239,43.644592,2,0,2,1,4,1
615000,550,Condo Apartment,Apartment,Moss Park,C08,-79.367554,43.652465,1,0,1,1,3,0
630000,750,Condo Apartment,Apartment,Lansing-Westgate,C07,-79.412148,43.765582,1,1,1,1,5,1
635000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.385477,43.645927,1,0,1,1,4,0
739900,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.379648,43.641982,1,0,1,1,4,0
575900,250,Condo Apartment,Apartment,Yonge-Eglinton,C03,-79.399105,43.708941,1,0,1,1,4,0
590998,250,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.374615,43.657546,1,1,1,1,3,0
620000,650,Condo Apartment,Apartment,Bayview Village,C15,-79.370623,43.767726,1,1,1,1,5,1
639900,1300,Condo Townhouse,2-Storey,Wexford-Maryvale,E04,-79.306614,43.760039,2,1,2,1,5,1
587000,650,Condo Apartment,Apartment,Islington-City Centre West,W08,-79.535174,43.639083,1,1,1,1,5,1
590000,1300,Condo Apartment,Apartment,Newtonbrook East,C14,-79.415123,43.783083,2,0,2,1,6,1
595000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.391261,43.637975,1,0,1,1,4,1
595000,550,Condo Apartment,Apartment,Mount Pleasant West,C10,-79.392962,43.708976,1,1,1,1,5,0
595000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.385477,43.645927,1,0,1,1,4,0
600000,950,Condo Apartment,Apartment,Dorset Park,E04,-79.288093,43.764835,2,1,2,1,6,1
610000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.399758,43.63924,1,0,1,1,4,0
640000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.398027,43.641626,1,1,1,1,4,1
660000,950,Condo Apartment,Apartment,Willowdale West,C07,-79.415766,43.776427,1,1,1,1,5,1
660000,850,Condo Apartment,Apartment,Waterfront Communities C8,C08,-79.365521,43.649567,2,1,1,1,2,1
681000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.387318,43.649978,1,0,1,1,4,1
596000,550,Condo Apartment,Apartment,Henry Farm,C15,-79.344575,43.772365,1,1,1,1,4,1
598000,550,Condo Apartment,Apartment,Bay Street Corridor,C01,-79.386005,43.661667,1,0,1,1,4,0
575000,850,Condo Apartment,Apartment,Wexford-Maryvale,E04,-79.285332,43.747532,2,0,2,1,5,1
597000,250,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.39923,43.647269,1,0,1,1,2,0
605000,850,Condo Apartment,Apartment,Cabbagetown-South St. James Town,C08,-79.376333,43.665292,1,1,1,1,6,1
640000,750,Condo Apartment,Loft,Mimico,W06,-79.484224,43.619641,1,0,2,1,4,1
655000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.39681,43.640528,1,1,1,1,5,1
570000,550,Condo Apartment,Apartment,Bay Street Corridor,C01,-79.387414,43.669493,1,0,1,1,5,0
590000,650,Condo Apartment,Apartment,Mimico,W06,-79.4163,43.70011,1,1,1,1,6,1
590000,1100,Condo Apartment,Apartment,Rockcliffe-Smythe,W03,-79.50816,43.675613,2,0,1,1,8,1
593000,850,Condo Apartment,Apartment,Agincourt South-Malvern West,E07,-79.281211,43.777417,2,0,2,1,5,1
597000,1100,Condo Apartment,Apartment,Rockcliffe-Smythe,W03,-79.50816,43.675613,2,0,2,1,5,1
598000,750,Condo Apartment,Apartment,Islington-City Centre West,W08,-79.560159,43.641171,2,0,1,1,5,1
598000,750,Condo Apartment,Apartment,Willowdale East,C14,-79.410841,43.765567,1,1,1,1,5,1
605000,750,Condo Apartment,Apartment,Agincourt South-Malvern West,E07,-79.280751,43.777872,2,0,2,1,5,1
606000,650,Condo Apartment,Apartment,Mimico,W06,-79.477213,43.626243,1,0,1,1,4,1
615000,1500,Condo Apartment,Apartment,Steeles,E05,-79.326457,43.814671,3,1,2,1,7,2
620000,850,Condo Apartment,Apartment,Islington-City Centre West,W08,-79.528726,43.64434,2,0,2,1,5,1
633000,250,Condo Apartment,Apartment,Bay Street Corridor,C01,-79.386536,43.662272,1,0,1,1,4,0
635000,650,Condo Apartment,Apartment,Bayview Village,C15,-79.382813,43.766852,1,1,2,1,5,1
635000,1100,Condo Apartment,Apartment,Westminster-Branson,C07,-79.448159,43.790468,2,0,2,1,5,1
637500,750,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.37538,43.655303,1,1,1,1,5,0
640000,750,Condo Apartment,Apartment,Lansing-Westgate,C07,-79.412148,43.765582,2,0,1,1,6,1
656000,950,Condo Apartment,Apartment,Waterfront Communities C8,C08,-79.365521,43.649567,2,0,2,1,5,1
674800,750,Condo Apartment,Apartment,Henry Farm,C15,-79.329128,43.77404,2,0,2,1,5,1
675000,750,Condo Apartment,Loft,Moss Park,C08,-79.367759,43.652233,1,0,1,1,5,0
675000,750,Condo Apartment,Apartment,High Park-Swansea,W01,-79.470374,43.636291,1,1,1,1,5,1
700000,850,Condo Apartment,Apartment,Clanton Park,C06,-79.446318,43.734633,2,0,2,1,5,1
710000,650,Condo Apartment,Apartment,Niagara,C01,-79.416456,43.641311,1,1,1,1,5,0
730000,850,Condo Apartment,Apartment,Willowdale West,C07,-79.416027,43.76956,2,0,2,1,6,1
715000,950,Condo Townhouse,Stacked Townhouse,Willowridge-Martingrove-Richview,W09,-79.559029,43.675609,2,0,2,1,4,1
660000,550,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.378175,43.663043,1,0,1,1,4,1
590000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.389737,43.645985,1,1,1,1,3,0
592800,650,Condo Apartment,Apartment,Willowdale East,C14,-79.41276,43.777391,1,1,1,1,5,1
598800,650,Condo Apartment,Apartment,Banbury-Don Mills,C13,-79.346192,43.740478,1,1,2,1,4,1
600000,750,Condo Townhouse,Stacked Townhouse,Niagara,C01,-79.413318,43.639235,1,0,1,1,4,1
630000,850,Condo Townhouse,Stacked Townhouse,Humberlea-Pelmo Park W5,W05,-79.535522,43.733577,2,0,2,1,5,1
665000,250,Condo Apartment,Apartment,Waterfront Communities C8,C08,-79.354002,43.655383,1,0,1,1,4,1
590000,750,Condo Apartment,Apartment,Bayview Village,C15,-79.382784,43.766045,1,1,2,1,5,1
609000,750,Condo Townhouse,Stacked Townhouse,Willowdale East,C14,-79.407426,43.758518,2,1,1,1,6,1
620000,650,Condo Apartment,Apartment,Bayview Village,C15,-79.370623,43.767726,1,1,1,1,4,1
622000,650,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.380477,43.670526,1,1,1,1,5,0
648000,650,Condo Apartment,Apartment,Mimico,W06,-79.48329,43.622863,1,1,1,1,4,1
660000,750,Condo Apartment,Apartment,Willowdale East,C14,-79.413109,43.775587,1,1,1,1,5,1
615000,250,Condo Apartment,Bachelor/Studio,Church-Yonge Corridor,C08,-79.378563,43.660612,1,0,1,1,4,0
621800,650,Condo Apartment,Apartment,Henry Farm,C15,-79.344575,43.772365,1,1,2,1,5,1
630000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.394839,43.640541,1,0,1,1,4,1
725000,650,Condo Apartment,Apartment,Mount Pleasant East,C10,-79.411793,43.799693,1,1,2,1,5,1
540000,1100,Condo Townhouse,2-Storey,Flemingdon Park,C11,-79.327782,43.711792,3,0,2,1,4,1
560000,1100,Condo Apartment,3-Storey,Markland Wood,W08,-79.582407,43.637161,2,0,2,1,5,1
562000,550,Condo Apartment,Apartment,Willowdale East,C14,-79.409014,43.760979,1,0,1,1,4,1
575000,650,Condo Townhouse,Apartment,Little Portugal,C01,-79.424301,43.642528,2,0,1,1,4,1
575000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.390364,43.645245,1,0,1,1,4,1
580000,550,Condo Apartment,Apartment,Casa Loma,C02,-79.404601,43.685906,1,0,1,1,4,1
582000,850,Condo Apartment,Apartment,Islington-City Centre West,W08,-79.531931,43.645014,1,1,2,1,5,1
582000,650,Condo Apartment,Apartment,Forest Hill South,C03,-79.418525,43.683276,1,0,1,1,4,1
585000,1100,Condo Townhouse,Stacked Townhouse,West Hill,E10,-79.180096,43.774488,2,1,3,1,6,1
585000,250,Condo Apartment,Apartment,Mimico,W06,-79.4163,43.70011,1,0,1,1,5,1
585000,850,Co-op / Co-Ownership Apartment,Apartment,Rosedale-Moore Park,C09,-79.371871,43.673481,1,0,1,1,3,1
586125,250,Condo Apartment,Apartment,Annex,C02,-79.394479,43.670303,1,0,1,1,3,0
590000,850,Condo Apartment,Apartment,Downsview-Roding-CFB,W05,-79.482723,43.728646,2,0,1,1,6,1
590000,950,Condo Apartment,Apartment,Wexford-Maryvale,E04,-79.270857,43.713865,2,0,2,1,5,1
590000,650,Condo Apartment,Apartment,Yonge-St. Clair,C02,-79.399487,43.686663,1,1,1,1,5,0
591000,650,Condo Apartment,Apartment,Bayview Village,C15,-79.531666,43.733027,1,1,1,1,4,1
591000,750,Condo Apartment,Apartment,Newtonbrook West,C07,-79.417392,43.782889,2,0,2,1,5,1
591000,650,Condo Apartment,Apartment,Bay Street Corridor,C01,-79.387949,43.666754,1,1,1,1,5,0
592500,650,Condo Apartment,Apartment,Lansing-Westgate,C07,-79.412148,43.765582,1,1,1,1,5,1
595000,1300,Condo Apartment,Apartment,Humber Heights,W09,-79.519348,43.685441,2,0,2,1,6,1
595000,1100,Condo Apartment,Apartment,Dorset Park,E04,,,2,0,2,1,5,1
595000,550,Condo Apartment,Apartment,Yonge-Eglinton,C03,-79.400618,43.708109,1,1,1,1,4,0
595000,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.401396,43.643485,1,0,1,1,4,0
595000,650,Condo Apartment,Apartment,Mount Pleasant West,C10,-79.392059,43.708456,1,1,1,1,5,1
595000,650,Condo Apartment,Apartment,Bayview Village,C15,-79.370623,43.767726,1,1,1,1,5,1
595000,550,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.380202,43.670095,1,0,1,1,4,0
595000,550,Condo Apartment,Apartment,Mimico,W06,-79.481658,43.622946,1,0,1,1,4,1
597000,650,Condo Apartment,Apartment,Henry Farm,C15,-79.344575,43.772365,1,1,2,1,5,1
599000,1100,Condo Townhouse,2-Storey,Humberlea-Pelmo Park W5,W05,-79.535522,43.733577,2,0,2,1,4,1
599000,550,Condo Apartment,Apartment,Niagara,C01,-79.394685,43.645661,1,0,1,1,4,0
599000,550,Condo Apartment,Apartment,Willowdale East,C14,-79.410051,43.765513,1,0,1,1,4,1
599000,250,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.384488,43.66865,1,0,1,1,4,0
599000,1700,Condo Townhouse,3-Storey,Guildwood,E08,-79.198996,43.740396,3,0,3,1,6,2
599000,1100,Condo Apartment,Apartment,Eglinton East,E08,-79.246472,43.737005,2,1,2,1,6,1
599000,650,Condo Apartment,Apartment,Bayview Village,C15,-79.38471,43.766052,1,1,2,1,5,1
599000,650,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.381614,43.642033,1,1,1,1,4,0
599999,550,Condo Apartment,Apartment,Waterfront Communities C1,C01,-79.401886,43.643911,1,0,1,1,3,0
600000,250,Condo Apartment,Apartment,Church-Yonge Corridor,C08,-79.378653,43.662939,1,0,1,1,5,0
600000,650,Condo Apartment,Apartment,Clanton Park,C06,-79.449326,43.753229,2,0,1,1,6,1
